liaison,Service,annee,mois,Durée moyenne du trajet,Nombre de circulations prévues,taux_regularite,liaison_encoded,service_encoded
MONTPELLIER - LYON PART DIEU,National,2022,2,114,200,0.925,46,1
PARIS LYON - LYON PART DIEU,National,2022,2,119,671,0.9791356184798807,74,1
STRASBOURG - NANTES,National,2022,2,320,52,0.8846153846153846,119,1
ANGOULEME - PARIS MONTPARNASSE,National,2022,2,126,294,0.8945578231292517,2,1
GRENOBLE - PARIS LYON,National,2022,2,178,177,0.9661016949152542,19,1
PARIS EST - STUTTGART,International,2022,2,189,112,0.9017857142857143,60,0
PARIS LYON - ZURICH,International,2022,2,244,81,0.9382716049382716,85,0
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2022,2,81,200,0.925,24,1
LILLE - LYON PART DIEU,National,2022,2,186,233,0.8197424892703863,26,1
MARNE LA VALLEE - MARSEILLE ST CHARLES,National,2022,2,208,247,0.8421052631578947,38,1
MARSEILLE ST CHARLES - TOURCOING,National,2022,2,304,26,0.8846153846153846,44,1
NIMES - PARIS LYON,National,2022,2,176,196,0.9132653061224489,54,1
FRANCFORT - PARIS EST,International,2022,2,235,133,0.8646616541353384,17,0
PARIS EST - FRANCFORT,International,2022,2,230,154,0.8961038961038961,55,0
DUNKERQUE - PARIS NORD,National,2022,2,135,152,0.8881578947368421,16,1
LYON PART DIEU - MONTPELLIER,National,2022,2,114,216,0.8935185185185185,32,1
MARSEILLE ST CHARLES - LYON PART DIEU,National,2022,2,104,443,0.9616252821670429,40,1
TOULON - PARIS LYON,National,2022,2,238,228,0.9473684210526316,122,1
PARIS LYON - LAUSANNE,International,2022,2,229,128,0.96875,72,0
AVIGNON TGV - PARIS LYON,National,2022,2,163,337,0.9703264094955489,5,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2022,2,104,418,0.8516746411483254,31,1
PARIS MONTPARNASSE - LE MANS,National,2022,2,59,450,0.9022222222222223,92,1
PERPIGNAN - PARIS LYON,National,2022,2,306,153,0.8823529411764706,109,1
TOURCOING - BORDEAUX ST JEAN,National,2022,2,315,28,0.8571428571428572,124,1
MONTPELLIER - PARIS LYON,National,2022,2,208,196,0.9336734693877551,47,1
NICE VILLE - PARIS LYON,National,2022,2,350,192,0.9427083333333334,53,1
AIX EN PROVENCE TGV - PARIS LYON,National,2022,2,182,386,0.9740932642487047,0,1
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2022,2,132,160,0.98125,8,1
PARIS EST - STRASBOURG,National,2022,2,117,462,0.9523809523809523,59,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2022,2,180,342,0.935672514619883,67,1
PARIS LYON - MULHOUSE VILLE,National,2022,2,170,260,0.9538461538461538,78,1
PARIS LYON - NICE VILLE,National,2022,2,355,195,0.9487179487179487,79,1
PARIS MONTPARNASSE - NANTES,National,2022,2,132,510,0.9176470588235294,93,1
PARIS LYON - BARCELONA,International,2022,2,400,28,1.0,64,0
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2022,2,177,317,0.7728706624605678,13,1
LYON PART DIEU - PARIS LYON,National,2022,2,118,681,0.935389133627019,33,1
PARIS LYON - DIJON VILLE,National,2022,2,97,362,0.9640883977900553,68,1
PARIS LYON - MACON LOCHE,National,2022,2,95,238,0.9705882352941176,75,1
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2022,2,171,188,0.9202127659574468,21,1
MARSEILLE ST CHARLES - PARIS LYON,National,2022,2,197,407,0.9754299754299754,43,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2022,2,175,196,0.9642857142857143,90,1
PARIS MONTPARNASSE - BREST,National,2022,2,225,220,0.9181818181818182,89,1
STRASBOURG - PARIS EST,National,2022,2,117,472,0.9110169491525424,120,1
PARIS LYON - ITALIE,International,2022,2,423,86,0.9069767441860466,71,0
MARNE LA VALLEE - LYON PART DIEU,National,2022,2,106,305,0.8557377049180328,37,1
PARIS LYON - AVIGNON TGV,National,2022,2,159,351,0.9857549857549858,63,1
TOURS - PARIS MONTPARNASSE,National,2022,2,74,174,0.8620689655172413,126,1
PARIS LYON - GENEVE,International,2022,2,191,152,0.9802631578947368,69,0
LAVAL - PARIS MONTPARNASSE,National,2022,2,83,255,0.9215686274509804,23,1
LYON PART DIEU - MARNE LA VALLEE,National,2022,2,107,282,0.9113475177304965,30,1
PARIS LYON - AIX EN PROVENCE TGV,National,2022,2,182,375,0.9813333333333333,61,1
PARIS LYON - MARSEILLE ST CHARLES,National,2022,2,194,455,0.9758241758241758,76,1
PARIS MONTPARNASSE - TOURS,National,2022,2,75,175,0.9485714285714286,100,1
QUIMPER - PARIS MONTPARNASSE,National,2022,2,225,241,0.9543568464730291,111,1
ZURICH - PARIS LYON,International,2022,2,244,83,0.963855421686747,129,0
LILLE - PARIS NORD,National,2022,2,74,566,0.8445229681978799,28,1
MULHOUSE VILLE - PARIS LYON,National,2022,2,172,261,0.9616858237547893,48,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2022,2,81,178,0.9775280898876404,73,1
PARIS LYON - SAINT ETIENNE CHATEAUCREUX,National,2022,2,173,98,0.9387755102040817,82,1
PARIS NORD - LILLE,National,2022,2,67,526,0.8897338403041826,105,1
MACON LOCHE - PARIS LYON,National,2022,2,96,246,0.7560975609756098,35,1
NANTES - STRASBOURG,National,2022,2,318,52,0.8846153846153846,52,1
PARIS MONTPARNASSE - ST MALO,National,2022,2,154,87,0.9425287356321839,97,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2022,2,263,198,0.898989898989899,99,1
LILLE - MARSEILLE ST CHARLES,National,2022,2,296,178,0.8089887640449438,27,1
PARIS EST - NANCY,National,2022,2,97,266,0.9624060150375939,57,1
PARIS MONTPARNASSE - VANNES,National,2022,2,152,239,0.8702928870292888,101,1
BARCELONA - PARIS LYON,International,2022,2,396,28,0.8571428571428572,6,0
PARIS NORD - DUNKERQUE,National,2022,2,129,155,0.9096774193548387,104,1
RENNES - PARIS MONTPARNASSE,National,2022,2,98,758,0.8812664907651715,114,1
LAUSANNE - PARIS LYON,International,2022,2,228,148,0.9932432432432432,22,0
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2022,2,266,200,0.915,123,1
PARIS EST - REIMS,National,2022,2,45,209,0.9090909090909091,58,1
ARRAS - PARIS NORD,National,2022,2,54,438,0.8470319634703196,4,1
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2022,2,141,844,0.8909952606635071,9,1
METZ - PARIS EST,National,2022,2,87,272,0.8970588235294118,45,1
PARIS LYON - PERPIGNAN,National,2022,2,302,153,0.9411764705882353,81,1
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2022,2,92,474,0.9113924050632911,86,1
PARIS NORD - DOUAI,National,2022,2,67,112,0.8303571428571428,103,1
ST MALO - PARIS MONTPARNASSE,National,2022,2,158,84,0.9166666666666666,117,1
VALENCE ALIXAN TGV - PARIS LYON,National,2022,2,132,365,0.8958904109589041,127,1
ANNECY - PARIS LYON,National,2022,2,221,131,0.8396946564885497,3,1
PARIS MONTPARNASSE - ST PIERRE DES CORPS,National,2022,2,63,483,0.9440993788819876,98,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2022,2,167,98,0.9081632653061225,116,1
PARIS MONTPARNASSE - LAVAL,National,2022,2,80,228,0.8508771929824561,91,1
STUTTGART - PARIS EST,International,2022,2,194,136,0.9117647058823529,121,0
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2022,2,94,469,0.8400852878464818,1,1
NANCY - PARIS EST,National,2022,2,95,278,0.9568345323741008,49,1
PARIS LYON - GRENOBLE,National,2022,2,180,195,0.9179487179487179,70,1
PARIS LYON - NIMES,National,2022,2,176,197,0.949238578680203,80,1
PARIS NORD - ARRAS,National,2022,2,48,432,0.9050925925925926,102,1
DIJON VILLE - PARIS LYON,National,2022,2,98,306,0.9803921568627451,14,1
LYON PART DIEU - RENNES,National,2022,2,236,70,0.9285714285714286,34,1
NANTES - PARIS MONTPARNASSE,National,2022,2,132,508,0.860236220472441,50,1
PARIS LYON - BESANCON FRANCHE COMTE TGV,National,2022,2,128,155,0.967741935483871,66,1
VANNES - PARIS MONTPARNASSE,National,2022,2,158,261,0.9310344827586207,128,1
LE MANS - PARIS MONTPARNASSE,National,2022,2,60,405,0.8444444444444444,25,1
PARIS MONTPARNASSE - POITIERS,National,2022,2,94,507,0.9625246548323472,94,1
ITALIE - PARIS LYON,International,2022,3,428,94,0.7127659574468085,20,0
BARCELONA - PARIS LYON,International,2022,3,396,31,0.8709677419354839,6,0
DUNKERQUE - PARIS NORD,National,2022,3,137,173,0.9132947976878613,16,1
FRANCFORT - PARIS EST,International,2022,3,237,155,0.864516129032258,17,0
DOUAI - PARIS NORD,National,2022,3,79,189,0.8518518518518519,15,1
LILLE - MARSEILLE ST CHARLES,National,2022,3,296,207,0.8647342995169083,27,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2022,3,179,312,0.8782051282051282,67,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2022,3,177,217,0.9124423963133641,90,1
TOURS - PARIS MONTPARNASSE,National,2022,3,75,197,0.8223350253807107,126,1
PARIS EST - STUTTGART,International,2022,3,189,151,0.8344370860927153,60,0
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2022,3,141,973,0.8520041109969168,9,1
LILLE - LYON PART DIEU,National,2022,3,186,314,0.7802547770700636,26,1
NICE VILLE - PARIS LYON,National,2022,3,351,221,0.9095022624434389,53,1
PARIS LYON - NICE VILLE,National,2022,3,356,225,0.9022222222222223,79,1
TOULON - PARIS LYON,National,2022,3,239,272,0.9117647058823529,122,1
VALENCE ALIXAN TGV - PARIS LYON,National,2022,3,132,417,0.8729016786570744,127,1
STUTTGART - PARIS EST,International,2022,3,195,151,0.8079470198675497,121,0
BREST - PARIS MONTPARNASSE,National,2022,3,228,251,0.9282868525896414,12,1
PARIS LYON - BESANCON FRANCHE COMTE TGV,National,2022,3,128,150,0.9,66,1
PARIS LYON - BARCELONA,International,2022,3,402,51,1.0,64,0
BELLEGARDE (AIN) - PARIS LYON,National,2022,3,183,240,0.8041666666666667,7,1
MONTPELLIER - PARIS LYON,National,2022,3,208,227,0.9118942731277533,47,1
NANTES - STRASBOURG,National,2022,3,319,58,0.896551724137931,52,1
PARIS MONTPARNASSE - BREST,National,2022,3,224,239,0.9414225941422594,89,1
PARIS MONTPARNASSE - POITIERS,National,2022,3,94,561,0.9162210338680927,94,1
GRENOBLE - PARIS LYON,National,2022,3,178,196,0.8928571428571429,19,1
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2022,3,82,222,0.8648648648648649,24,1
NANCY - PARIS EST,National,2022,3,96,307,0.9120521172638436,49,1
PARIS EST - NANCY,National,2022,3,97,310,0.9483870967741935,57,1
PARIS LYON - AIX EN PROVENCE TGV,National,2022,3,182,409,0.9388753056234719,61,1
PARIS LYON - LAUSANNE,International,2022,3,229,120,0.975,72,0
PARIS EST - STRASBOURG,National,2022,3,115,541,0.9390018484288355,59,1
PARIS LYON - BELLEGARDE (AIN),National,2022,3,177,245,0.7836734693877551,65,1
PARIS LYON - MACON LOCHE,National,2022,3,96,265,0.9320754716981132,75,1
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2022,3,91,533,0.8930581613508443,86,1
PARIS MONTPARNASSE - ST PIERRE DES CORPS,National,2022,3,63,540,0.8888888888888888,98,1
RENNES - LYON PART DIEU,National,2022,3,234,75,0.9333333333333333,113,1
ST PIERRE DES CORPS - PARIS MONTPARNASSE,National,2022,3,63,567,0.8447971781305115,118,1
ZURICH - PARIS LYON,International,2022,3,245,124,0.9112903225806451,129,0
LYON PART DIEU - RENNES,National,2022,3,235,75,0.9466666666666667,34,1
PERPIGNAN - PARIS LYON,National,2022,3,306,174,0.9022988505747126,109,1
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2022,3,132,173,0.9479768786127167,8,1
MARSEILLE ST CHARLES - TOURCOING,National,2022,3,299,30,0.8333333333333334,44,1
PARIS LYON - NIMES,National,2022,3,176,229,0.9039301310043668,80,1
PARIS MONTPARNASSE - QUIMPER,National,2022,3,222,248,0.9556451612903226,95,1
PARIS LYON - VALENCE ALIXAN TGV,National,2022,3,130,379,0.9129287598944591,84,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2022,3,263,204,0.8480392156862745,99,1
LYON PART DIEU - PARIS LYON,National,2022,3,119,717,0.9260808926080892,33,1
PARIS LYON - ZURICH,International,2022,3,244,110,0.8545454545454545,85,0
MARSEILLE ST CHARLES - LYON PART DIEU,National,2022,3,104,506,0.9407114624505929,40,1
MARSEILLE ST CHARLES - MARNE LA VALLEE,National,2022,3,211,283,0.9187279151943463,42,1
METZ - PARIS EST,National,2022,3,88,308,0.8701298701298701,45,1
MONTPELLIER - LYON PART DIEU,National,2022,3,114,231,0.9004329004329005,46,1
PARIS NORD - ARRAS,National,2022,3,48,499,0.9018036072144289,102,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2022,3,168,115,0.9304347826086956,116,1
LAUSANNE - PARIS LYON,International,2022,3,233,124,0.935483870967742,22,0
ANNECY - PARIS LYON,National,2022,3,222,144,0.8194444444444444,3,1
MACON LOCHE - PARIS LYON,National,2022,3,97,271,0.6974169741697417,35,1
MARSEILLE ST CHARLES - PARIS LYON,National,2022,3,197,464,0.9461206896551724,43,1
PARIS LYON - MULHOUSE VILLE,National,2022,3,171,264,0.8901515151515151,78,1
PARIS LYON - LYON PART DIEU,National,2022,3,119,694,0.9409221902017291,74,1
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2022,3,269,191,0.8534031413612566,123,1
LE MANS - PARIS MONTPARNASSE,National,2022,3,59,477,0.8343815513626834,25,1
PARIS MONTPARNASSE - NANTES,National,2022,3,131,576,0.9236111111111112,93,1
ST MALO - PARIS MONTPARNASSE,National,2022,3,158,93,0.9032258064516129,117,1
PARIS LYON - GENEVE,International,2022,3,206,209,0.8421052631578947,69,0
PARIS LYON - ITALIE,International,2022,3,423,94,0.8085106382978724,71,0
ANGOULEME - PARIS MONTPARNASSE,National,2022,3,128,311,0.8810289389067524,2,1
LILLE - PARIS NORD,National,2022,3,76,657,0.8767123287671232,28,1
MARNE LA VALLEE - MARSEILLE ST CHARLES,National,2022,3,208,279,0.8924731182795699,38,1
PARIS LYON - SAINT ETIENNE CHATEAUCREUX,National,2022,3,173,115,0.8956521739130435,82,1
PARIS NORD - DOUAI,National,2022,3,70,140,0.9071428571428571,103,1
DIJON VILLE - PARIS LYON,National,2022,3,98,356,0.9410112359550562,14,1
LAVAL - PARIS MONTPARNASSE,National,2022,3,83,287,0.8606271777003485,23,1
PARIS MONTPARNASSE - TOURS,National,2022,3,74,197,0.8730964467005076,100,1
QUIMPER - PARIS MONTPARNASSE,National,2022,3,225,256,0.94140625,111,1
PARIS EST - FRANCFORT,International,2022,3,231,155,0.864516129032258,55,0
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2022,3,176,333,0.7477477477477478,13,1
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2022,3,173,209,0.8899521531100478,21,1
PARIS MONTPARNASSE - LE MANS,National,2022,3,58,493,0.8823529411764706,92,1
MULHOUSE VILLE - PARIS LYON,National,2022,3,172,290,0.9310344827586207,48,1
PARIS LYON - ANNECY,National,2022,3,222,137,0.8686131386861313,62,1
PARIS LYON - MONTPELLIER,National,2022,3,207,229,0.9388646288209607,77,1
AVIGNON TGV - PARIS LYON,National,2022,3,164,381,0.9422572178477691,5,1
LYON PART DIEU - MONTPELLIER,National,2022,3,114,263,0.8821292775665399,32,1
MARNE LA VALLEE - LYON PART DIEU,National,2022,3,106,387,0.7829457364341086,37,1
PARIS EST - METZ,National,2022,3,85,284,0.9295774647887324,56,1
PARIS EST - REIMS,National,2022,3,45,248,0.8669354838709677,58,1
PARIS NORD - DUNKERQUE,National,2022,3,130,177,0.9152542372881356,104,1
NIMES - PARIS LYON,National,2022,3,177,228,0.881578947368421,54,1
PARIS LYON - TOULON,National,2022,3,238,279,0.9283154121863799,83,1
POITIERS - PARIS MONTPARNASSE,National,2022,3,99,476,0.8613445378151261,110,1
REIMS - PARIS EST,National,2022,3,48,248,0.9274193548387096,112,1
TOURCOING - BORDEAUX ST JEAN,National,2022,3,316,31,0.8709677419354839,124,1
STRASBOURG - PARIS EST,National,2022,3,119,523,0.8413001912045889,120,1
LYON PART DIEU - LILLE,National,2022,3,188,307,0.8273615635179153,29,1
PARIS LYON - GRENOBLE,National,2022,3,180,204,0.8970588235294118,70,1
PARIS LYON - MARSEILLE ST CHARLES,National,2022,3,194,515,0.9611650485436893,76,1
GENEVE - PARIS LYON,International,2022,3,216,209,0.8325358851674641,18,0
PARIS LYON - PERPIGNAN,National,2022,3,302,195,0.9230769230769231,81,1
PARIS MONTPARNASSE - ANGOULEME,National,2022,3,124,302,0.9105960264900662,87,1
PARIS MONTPARNASSE - RENNES,National,2022,3,97,801,0.9288389513108615,96,1
STRASBOURG - NANTES,National,2022,3,315,58,0.9655172413793104,119,1
PARIS MONTPARNASSE - VANNES,National,2022,3,152,272,0.9375,101,1
VANNES - PARIS MONTPARNASSE,National,2022,3,159,279,0.8996415770609318,128,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2022,3,104,460,0.8521739130434782,31,1
MARSEILLE ST CHARLES - LILLE,National,2022,3,283,201,0.8905472636815921,39,1
NANTES - PARIS MONTPARNASSE,National,2022,3,132,601,0.9001663893510815,50,1
AIX EN PROVENCE TGV - PARIS LYON,National,2022,3,183,431,0.9280742459396751,0,1
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2022,3,94,550,0.8854545454545455,1,1
ARRAS - PARIS NORD,National,2022,3,54,505,0.8712871287128713,4,1
LYON PART DIEU - MARNE LA VALLEE,National,2022,3,107,358,0.8268156424581006,30,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2022,3,81,186,0.935483870967742,73,1
PARIS MONTPARNASSE - LAVAL,National,2022,3,79,256,0.921875,91,1
PARIS MONTPARNASSE - ST MALO,National,2022,3,154,97,0.9381443298969072,97,1
PARIS NORD - LILLE,National,2022,3,67,629,0.9109697933227345,105,1
RENNES - PARIS MONTPARNASSE,National,2022,3,98,846,0.8617021276595744,114,1
BORDEAUX ST JEAN - TOURCOING,National,2022,3,334,31,0.8387096774193549,11,1
PARIS LYON - AVIGNON TGV,National,2022,3,160,382,0.9293193717277487,63,1
PARIS LYON - DIJON VILLE,National,2022,3,96,360,0.9166666666666666,68,1
PARIS MONTPARNASSE - BORDEAUX ST JEAN,National,2022,3,140,969,0.9174406604747162,88,1
LYON PART DIEU - MARNE LA VALLEE,National,2022,4,109,376,0.7473404255319149,30,1
BARCELONA - PARIS LYON,International,2022,4,399,30,0.8333333333333334,6,0
BELLEGARDE (AIN) - PARIS LYON,National,2022,4,189,229,0.8908296943231441,7,1
BREST - PARIS MONTPARNASSE,National,2022,4,230,257,0.9494163424124513,12,1
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2022,4,82,215,0.772093023255814,24,1
LE MANS - PARIS MONTPARNASSE,National,2022,4,59,469,0.8550106609808102,25,1
PARIS MONTPARNASSE - QUIMPER,National,2022,4,222,239,0.9330543933054394,95,1
ST PIERRE DES CORPS - PARIS MONTPARNASSE,National,2022,4,64,517,0.8588007736943908,118,1
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2022,4,95,534,0.8820224719101124,1,1
LYON PART DIEU - RENNES,National,2022,4,233,79,0.8860759493670887,34,1
MACON LOCHE - PARIS LYON,National,2022,4,98,260,0.6461538461538461,35,1
MARSEILLE ST CHARLES - MARNE LA VALLEE,National,2022,4,212,278,0.8057553956834532,42,1
PARIS LYON - TOULON,National,2022,4,240,279,0.8422939068100359,83,1
PARIS MONTPARNASSE - VANNES,National,2022,4,152,256,0.875,101,1
PARIS LYON - ZURICH,International,2022,4,245,73,0.8767123287671232,85,0
NANTES - PARIS MONTPARNASSE,National,2022,4,132,621,0.8904991948470209,50,1
PARIS LYON - MULHOUSE VILLE,National,2022,4,170,312,0.891025641025641,78,1
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2022,4,90,514,0.8696498054474708,86,1
PARIS MONTPARNASSE - POITIERS,National,2022,4,94,554,0.8826714801444043,94,1
PARIS NORD - LILLE,National,2022,4,66,610,0.9114754098360656,105,1
GENEVE - PARIS LYON,International,2022,4,223,220,0.9136363636363636,18,0
ZURICH - PARIS LYON,International,2022,4,245,80,0.875,129,0
DIJON VILLE - PARIS LYON,National,2022,4,99,378,0.8862433862433863,14,1
PARIS MONTPARNASSE - BORDEAUX ST JEAN,National,2022,4,140,971,0.8959835221421215,88,1
PERPIGNAN - PARIS LYON,National,2022,4,309,195,0.8666666666666667,109,1
PARIS LYON - PERPIGNAN,National,2022,4,307,212,0.9009433962264151,81,1
PARIS MONTPARNASSE - NANTES,National,2022,4,129,599,0.8781302170283807,93,1
POITIERS - PARIS MONTPARNASSE,National,2022,4,99,466,0.8454935622317596,110,1
PARIS MONTPARNASSE - TOURS,National,2022,4,73,183,0.8524590163934427,100,1
PARIS LYON - BELLEGARDE (AIN),National,2022,4,180,242,0.9090909090909091,65,1
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2022,4,175,261,0.6743295019157088,13,1
MARSEILLE ST CHARLES - TOURCOING,National,2022,4,294,30,0.7333333333333334,44,1
PARIS LYON - MONTPELLIER,National,2022,4,210,255,0.8666666666666667,77,1
PARIS LYON - VALENCE ALIXAN TGV,National,2022,4,132,406,0.8374384236453202,84,1
PARIS MONTPARNASSE - RENNES,National,2022,4,96,790,0.8962025316455696,96,1
PARIS MONTPARNASSE - ST MALO,National,2022,4,152,95,0.9263157894736842,97,1
QUIMPER - PARIS MONTPARNASSE,National,2022,4,227,236,0.9364406779661016,111,1
TOULON - PARIS LYON,National,2022,4,239,273,0.7765567765567766,122,1
PARIS LYON - GENEVE,International,2022,4,209,236,0.9067796610169492,69,0
PARIS LYON - ITALIE,International,2022,4,423,93,0.7956989247311828,71,0
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2022,4,133,172,0.936046511627907,8,1
LILLE - MARSEILLE ST CHARLES,National,2022,4,297,219,0.7625570776255708,27,1
MARSEILLE ST CHARLES - PARIS LYON,National,2022,4,198,521,0.8483685220729367,43,1
NANCY - PARIS EST,National,2022,4,94,297,0.9124579124579124,49,1
PARIS MONTPARNASSE - ANGOULEME,National,2022,4,124,286,0.8671328671328671,87,1
RENNES - PARIS MONTPARNASSE,National,2022,4,100,819,0.9023199023199023,114,1
ITALIE - PARIS LYON,International,2022,4,429,93,0.7204301075268817,20,0
MARSEILLE ST CHARLES - MADRID,International,2022,4,463,22,1.0,41,0
AVIGNON TGV - PARIS LYON,National,2022,4,164,458,0.8318777292576419,5,1
LAVAL - PARIS MONTPARNASSE,National,2022,4,83,275,0.8981818181818182,23,1
LYON PART DIEU - MONTPELLIER,National,2022,4,114,287,0.8118466898954704,32,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2022,4,176,259,0.8301158301158301,67,1
PARIS EST - STUTTGART,International,2022,4,193,138,0.8188405797101449,60,0
DOUAI - PARIS NORD,National,2022,4,77,180,0.8722222222222222,15,1
LYON PART DIEU - LILLE,National,2022,4,188,334,0.7365269461077844,29,1
PARIS EST - STRASBOURG,National,2022,4,116,537,0.9273743016759777,59,1
PARIS MONTPARNASSE - LE MANS,National,2022,4,55,471,0.8407643312101911,92,1
STRASBOURG - PARIS EST,National,2022,4,118,507,0.8086785009861933,120,1
LILLE - LYON PART DIEU,National,2022,4,186,344,0.7587209302325582,26,1
PARIS LYON - SAINT ETIENNE CHATEAUCREUX,National,2022,4,174,115,0.8782608695652174,82,1
PARIS NORD - DOUAI,National,2022,4,70,134,0.8507462686567164,103,1
RENNES - LYON PART DIEU,National,2022,4,232,79,0.8860759493670887,113,1
MONTPELLIER - LYON PART DIEU,National,2022,4,114,241,0.8962655601659751,46,1
PARIS LYON - DIJON VILLE,National,2022,4,96,383,0.9190600522193212,68,1
STUTTGART - PARIS EST,International,2022,4,198,139,0.7482014388489209,121,0
ANNECY - PARIS LYON,National,2022,4,222,141,0.7375886524822695,3,1
PARIS LYON - MACON LOCHE,National,2022,4,97,282,0.8687943262411347,75,1
PARIS EST - FRANCFORT,International,2022,4,231,144,0.8125,55,0
NICE VILLE - PARIS LYON,National,2022,4,351,224,0.7723214285714286,53,1
PARIS LYON - AVIGNON TGV,National,2022,4,161,450,0.8688888888888888,63,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2022,4,263,196,0.8877551020408163,99,1
TOURCOING - BORDEAUX ST JEAN,National,2022,4,303,30,0.9666666666666667,124,1
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2022,4,143,970,0.8711340206185567,9,1
MARSEILLE ST CHARLES - LILLE,National,2022,4,284,210,0.7857142857142857,39,1
LILLE - PARIS NORD,National,2022,4,71,629,0.9189189189189189,28,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2022,4,178,223,0.9147982062780269,90,1
VANNES - PARIS MONTPARNASSE,National,2022,4,160,263,0.908745247148289,128,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2022,4,104,486,0.7386831275720165,31,1
PARIS NORD - DUNKERQUE,National,2022,4,130,170,0.9176470588235294,104,1
GRENOBLE - PARIS LYON,National,2022,4,179,178,0.8370786516853932,19,1
PARIS LYON - AIX EN PROVENCE TGV,National,2022,4,184,455,0.8857142857142857,61,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2022,4,168,115,0.8260869565217391,116,1
ST MALO - PARIS MONTPARNASSE,National,2022,4,159,90,0.8888888888888888,117,1
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2022,4,270,203,0.8374384236453202,123,1
ARRAS - PARIS NORD,National,2022,4,51,489,0.8773006134969326,4,1
MULHOUSE VILLE - PARIS LYON,National,2022,4,172,313,0.9041533546325878,48,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2022,4,82,187,0.8181818181818181,73,1
MARNE LA VALLEE - LYON PART DIEU,National,2022,4,108,400,0.755,37,1
MARSEILLE ST CHARLES - LYON PART DIEU,National,2022,4,104,530,0.8660377358490566,40,1
PARIS LYON - BESANCON FRANCHE COMTE TGV,National,2022,4,129,160,0.89375,66,1
PARIS MONTPARNASSE - BREST,National,2022,4,224,263,0.9163498098859315,89,1
LYON PART DIEU - PARIS LYON,National,2022,4,120,678,0.8525073746312685,33,1
MONTPELLIER - PARIS LYON,National,2022,4,209,238,0.8781512605042017,47,1
PARIS EST - METZ,National,2022,4,85,275,0.9381818181818182,56,1
PARIS LYON - NIMES,National,2022,4,179,254,0.7992125984251969,80,1
REIMS - PARIS EST,National,2022,4,46,239,0.9456066945606695,112,1
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2022,4,175,213,0.9014084507042254,21,1
PARIS LYON - NICE VILLE,National,2022,4,358,228,0.8640350877192983,79,1
AIX EN PROVENCE TGV - PARIS LYON,National,2022,4,184,476,0.8319327731092436,0,1
DUNKERQUE - PARIS NORD,National,2022,4,134,165,0.8909090909090909,16,1
PARIS LYON - ANNECY,National,2022,4,222,141,0.8156028368794326,62,1
PARIS LYON - LYON PART DIEU,National,2022,4,121,670,0.8835820895522388,74,1
PARIS LYON - MARSEILLE ST CHARLES,National,2022,4,195,592,0.8766891891891891,76,1
PARIS MONTPARNASSE - ST PIERRE DES CORPS,National,2022,4,62,507,0.8579881656804733,98,1
LAUSANNE - PARIS LYON,International,2022,4,227,93,0.9139784946236559,22,0
